262144 3
11 35 99 
17 43 96 
16 43 98 
12 35 99 
9 30 96 
15 36 94 
19 42 100 
24 46 97 
29 54 100 
22 46 99 
21 47 101 
20 42 99 
29 51 100 
27 44 97 
29 60 100 
22 45 98 
18 46 101 
14 31 96 
28 42 96 
33 55 106 
23 47 100 
23 45 102 
21 44 100 
21 43 98 
19 38 98 
26 43 98 
30 48 98 
32 50 94 
19 43 103 
19 37 93 
27 46 96 
29 54 101 
29 58 102 
22 52 102 
10 32 100 
20 43 98 
21 42 103 
23 48 100 
22 47 99 
25 53 99 
21 51 98 
30 48 97 
38 57 95 
39 60 96 
37 56 101 
34 56 97 
34 55 94 
36 58 96 
33 56 102 
32 50 97 
37 59 97 
28 55 100 
34 49 97 
30 48 94 
38 54 93 
42 50 95 
45 53 93 
45 60 94 
44 56 92 
36 47 92 
48 65 94 
53 67 100 
45 62 98 
45 57 94 
53 67 93 
56 72 97 
50 54 104 
49 61 100 
44 47 96 
47 57 96 
41 51 94 
45 55 96 
46 61 98 
41 66 100 
41 56 101 
40 55 100 
38 47 97 
41 52 98 
47 53 99 
45 54 95 
41 49 98 
52 55 96 
53 58 97 
55 60 102 
52 53 99 
55 57 95 
56 55 100 
54 60 96 
56 56 95 
59 64 92 
58 66 96 
56 60 93 
57 60 97 
63 61 95 
63 60 100 
65 63 100 
62 67 99 
62 65 103 
60 68 97 
62 65 101 
64 59 95 
67 60 98 
63 67 94 
62 68 98 
62 65 98 
65 67 94 
64 71 95 
64 60 101 
61 64 100 
62 69 99 
65 67 95 
65 67 96 
64 63 97 
68 66 95 
64 65 99 
64 72 94 
64 69 101 
64 62 96 
65 68 96 
66 61 97 
66 64 96 
64 63 100 
65 64 101 
70 65 97 
67 64 97 
67 68 102 
66 67 98 
70 65 98 
68 69 98 
64 68 97 
68 64 100 
71 64 95 
68 69 96 
72 65 89 
65 67 100 
67 65 96 
69 67 92 
68 68 98 
69 69 97 
71 70 100 
68 69 99 
68 63 98 
56 55 97 
65 64 94 
68 70 95 
69 67 95 
70 65 95 
66 69 95 
69 74 97 
65 67 95 
68 71 96 
68 70 97 
71 63 95 
70 62 99 
67 64 99 
68 64 95 
69 65 93 
69 63 95 
70 62 96 
69 70 97 
71 68 94 
64 67 99 
68 64 91 
68 66 94 
66 65 98 
72 63 97 
69 66 99 
70 73 99 
71 65 97 
72 61 99 
66 54 91 
67 65 98 
68 63 99 
73 59 96 
71 61 93 
68 66 102 
68 64 96 
69 62 99 
69 64 94 
67 60 95 
71 57 96 
69 60 94 
69 61 98 
69 58 96 
64 62 96 
69 63 97 
65 66 96 
66 66 99 
66 66 97 
68 59 98 
64 62 96 
65 255 67 
75 74 99 
77 74 99 
77 73 102 
74 79 103 
73 79 102 
74 81 101 
76 75 102 
77 78 104 
77 80 102 
74 79 101 
74 77 100 
75 75 100 
79 74 100 
76 74 98 
74 75 98 
76 71 99 
78 81 103 
79 72 100 
77 74 97 
77 75 98 
74 78 101 
76 73 97 
74 76 104 
77 73 101 
79 75 100 
76 76 103 
78 67 102 
74 64 98 
76 80 97 
77 77 95 
78 76 97 
75 72 98 
77 72 99 
73 68 102 
77 70 100 
74 72 100 
74 83 101 
77 77 99 
77 71 91 
71 76 97 
76 74 100 
75 72 97 
76 66 99 
79 68 98 
75 63 93 
77 74 98 
80 73 97 
75 70 98 
78 68 100 
76 74 96 
75 71 98 
72 70 97 
77 71 97 
79 74 97 
77 79 99 
78 66 98 
77 72 101 
79 71 100 
76 72 99 
75 75 100 
76 74 99 
75 74 100 
68 81 100 
69 82 100 
74 77 101 
75 70 100 
69 77 99 
74 73 92 
71 73 97 
73 77 101 
72 80 97 
76 81 105 
73 79 96 
70 73 103 
67 76 104 
74 78 102 
73 83 105 
73 73 102 
69 81 103 
73 79 103 
72 81 103 
72 82 103 
75 76 103 
73 81 101 
68 84 105 
74 76 98 
72 78 97 
75 81 100 
70 79 99 
73 81 101 
73 79 99 
72 81 101 
73 77 101 
75 79 97 
73 78 101 
72 83 103 
72 79 102 
72 80 100 
71 80 101 
71 78 100 
73 79 103 
71 75 97 
71 77 96 
74 81 101 
74 70 97 
73 74 95 
72 74 99 
73 76 101 
68 71 98 
73 73 98 
73 78 106 
71 67 94 
70 67 102 
72 73 101 
69 82 105 
72 75 106 
68 80 105 
67 80 98 
66 75 99 
65 71 99 
67 73 100 
72 73 100 
69 76 101 
71 76 105 
71 74 99 
70 70 99 
68 71 100 
72 69 100 
71 63 101 
70 67 105 
69 72 104 
70 71 105 
69 71 104 
71 68 102 
70 73 105 
74 72 105 
71 72 105 
69 68 97 
72 74 101 
72 77 103 
71 78 103 
67 74 104 
68 71 99 
72 76 105 
69 79 106 
68 76 105 
71 79 101 
67 76 103 
68 77 104 
73 70 105 
69 77 102 
72 75 102 
67 80 104 
69 73 104 
71 78 101 
71 69 105 
72 76 105 
69 73 103 
67 71 102 
67 73 101 
69 73 106 
66 74 103 
70 73 101 
73 70 107 
66 72 104 
69 78 106 
74 85 106 
72 70 102 
70 71 100 
75 63 103 
71 69 101 
70 60 105 
70 69 106 
70 74 103 
71 71 105 
69 72 101 
68 68 99 
69 71 102 
71 63 101 
73 69 103 
72 69 108 
71 71 102 
69 70 105 
70 71 104 
72 70 103 
68 69 103 
71 69 100 
68 72 106 
66 74 104 
66 78 105 
65 76 103 
65 70 103 
68 67 102 
65 79 103 
66 76 99 
67 77 101 
67 76 103 
66 71 101 
68 75 109 
68 77 97 
68 71 100 
69 78 102 
69 72 104 
69 75 104 
62 82 105 
57 79 103 
65 75 105 
66 71 103 
65 73 103 
69 81 101 
66 81 103 
53 81 102 
30 73 107 
42 60 99 
47 66 103 
26 56 105 
24 56 107 
11 57 102 
9 43 97 
7 38 91 
4 21 92 
7 7 91 
7 27 107 
14 16 100 
19 27 104 
24 44 105 
27 39 108 
25 45 105 
23 54 109 
22 51 104 
21 50 105 
16 47 104 
17 47 107 
13 43 104 
18 44 103 
17 40 103 
18 44 102 
21 46 102 
18 51 103 
16 42 106 
15 38 101 
22 42 100 
21 44 102 
17 43 101 
15 40 103 
13 42 99 
19 42 104 
17 41 105 
16 42 98 
15 41 100 
16 46 101 
13 45 99 
13 46 104 
12 38 99 
11 39 95 
11 39 96 
9 37 95 
8 37 93 
7 36 90 
4 30 94 
6 29 93 
2 35 92 
5 33 95 
4 30 93 
5 30 93 
4 29 95 
5 24 90 
5 31 91 
5 28 97 
4 36 97 
7 33 99 
8 31 94 
5 30 97 
2 21 94 
5 11 94 
4 17 95 
3 22 90 
3 22 86 
3 23 94 
1 18 84 
1 19 91 
4 24 89 
7 28 89 
7 26 98 
6 27 95 
5 32 98 
4 32 95 
6 31 96 
5 34 98 
6 31 92 
9 35 104 
8 38 96 
7 30 92 
9 34 99 
6 42 98 
4 33 90 
5 26 87 
10 35 89 
7 37 99 
10 41 93 
10 45 96 
10 46 95 
9 44 97 
11 46 98 
12 30 95 
10 32 96 
7 36 95 
6 34 93 
9 37 95 
7 33 98 
12 33 100 
13 39 92 
12 31 102 
9 34 98 
9 33 94 
13 34 97 
14 38 97 
13 41 99 
13 41 97 
13 37 100 
12 35 97 
15 36 98 
14 30 98 
11 31 95 
9 31 98 
13 39 94 
17 47 99 
18 42 97 
24 49 100 
22 45 97 
26 51 102 
23 45 102 
26 51 99 
27 51 97 
34 59 102 
18 41 102 
17 46 102 
14 36 99 
23 43 96 
28 54 101 
19 38 98 
21 44 97 
20 44 98 
19 41 101 
19 36 100 
26 42 100 
29 49 101 
29 50 105 
17 34 101 
18 41 97 
20 42 95 
27 56 98 
24 56 99 
17 42 98 
12 24 94 
21 46 96 
17 42 98 
15 42 97 
21 48 97 
22 50 98 
23 50 95 
28 51 98 
36 50 98 
34 57 98 
34 53 96 
31 53 96 
34 53 96 
35 53 96 
25 49 98 
37 58 94 
43 65 98 
31 55 98 
30 50 99 
29 47 96 
31 49 96 
41 52 95 
39 57 99 
36 53 98 
35 51 100 
33 49 95 
47 60 95 
48 65 97 
39 59 96 
42 60 95 
53 67 94 
52 65 102 
53 55 95 
48 62 97 
44 54 95 
40 54 97 
40 50 96 
45 55 95 
45 59 94 
36 56 99 
39 57 96 
32 54 101 
41 43 97 
42 60 100 
40 57 104 
42 50 97 
53 52 100 
54 60 97 
54 62 97 
59 59 100 
56 57 98 
57 60 98 
55 65 95 
58 56 104 
59 57 99 
62 58 96 
59 60 95 
56 62 92 
61 64 94 
61 66 94 
62 66 95 
63 68 98 
61 64 99 
60 67 99 
62 63 98 
59 66 96 
61 60 94 
61 63 98 
60 72 98 
60 65 96 
67 61 98 
67 64 103 
68 68 93 
66 68 101 
63 70 98 
63 71 96 
65 62 97 
64 72 100 
64 76 103 
66 70 100 
64 63 97 
63 70 98 
67 67 99 
66 60 95 
66 65 98 
67 67 101 
66 67 99 
67 58 100 
64 63 103 
67 59 95 
65 60 97 
64 70 103 
65 69 97 
68 70 96 
68 66 98 
66 65 98 
65 70 95 
69 71 102 
68 67 97 
64 67 95 
69 62 100 
68 63 95 
64 68 96 
68 65 98 
66 78 96 
66 73 96 
70 69 101 
65 62 98 
56 56 97 
69 65 97 
68 70 98 
67 66 98 
71 65 95 
69 68 101 
68 68 97 
68 71 100 
68 68 101 
69 64 102 
71 60 102 
68 68 97 
68 66 96 
69 62 98 
68 64 96 
69 65 94 
69 62 96 
67 62 97 
68 66 94 
66 67 95 
69 66 96 
68 67 95 
68 62 97 
70 65 94 
68 69 100 
71 72 94 
72 65 99 
72 59 99 
69 63 97 
70 62 97 
68 62 98 
72 63 99 
72 62 100 
70 62 98 
67 59 96 
72 61 95 
72 62 94 
67 64 92 
71 58 93 
66 62 95 
68 62 98 
70 60 96 
67 65 100 
67 63 94 
68 67 92 
69 66 92 
67 58 96 
66 64 91 
63 68 98 
63 255 65 
77 78 102 
74 83 96 
79 70 102 
74 79 100 
78 74 101 
76 78 98 
78 74 98 
76 78 100 
78 79 97 
77 73 105 
75 78 102 
74 75 99 
78 76 101 
74 83 104 
70 74 99 
78 80 99 
72 79 102 
74 72 98 
66 74 101 
81 78 98 
76 76 96 
78 76 100 
77 69 97 
74 78 103 
76 75 99 
77 68 103 
78 69 103 
78 70 97 
74 77 98 
77 81 102 
76 73 102 
76 68 97 
78 70 101 
74 75 103 
73 81 99 
76 80 101 
76 82 100 
78 79 99 
75 66 97 
71 74 95 
72 76 100 
71 79 99 
75 77 102 
76 72 101 
78 67 97 
73 71 103 
77 67 97 
76 73 99 
74 79 103 
75 76 100 
74 67 101 
73 69 100 
74 75 99 
73 74 98 
75 78 103 
78 74 105 
76 71 98 
76 74 99 
76 72 97 
74 80 100 
76 72 100 
72 71 96 
71 74 102 
73 78 101 
71 72 99 
73 76 105 
70 76 100 
70 72 96 
75 71 101 
76 73 103 
78 69 104 
73 68 100 
75 69 95 
67 72 101 
67 74 105 
70 80 103 
67 79 100 
74 77 102 
67 78 105 
71 72 102 
73 82 101 
72 78 103 
72 78 104 
73 77 104 
70 82 100 
70 80 105 
72 80 103 
71 83 104 
71 76 100 
71 83 102 
73 80 100 
70 83 106 
72 81 105 
72 78 101 
74 82 102 
73 74 104 
71 82 104 
70 88 98 
72 84 100 
71 78 101 
74 75 102 
73 74 95 
70 83 97 
72 83 98 
72 74 100 
74 73 103 
68 72 98 
72 76 104 
71 67 98 
73 73 99 
72 71 105 
72 66 94 
71 68 102 
69 67 104 
70 74 101 
70 79 104 
69 72 99 
66 74 103 
68 74 103 
69 72 103 
68 79 100 
70 77 99 
67 74 103 
71 76 104 
68 76 103 
70 75 100 
71 72 104 
68 68 104 
71 70 103 
69 74 107 
67 65 100 
63 75 100 
71 69 102 
69 69 99 
71 63 105 
72 74 108 
68 75 101 
69 73 105 
65 76 105 
67 73 101 
70 76 96 
65 80 102 
69 79 105 
69 81 103 
69 73 106 
69 74 105 
70 76 105 
66 72 105 
65 80 105 
69 74 102 
70 81 105 
72 76 99 
70 73 103 
70 78 103 
67 74 106 
71 78 105 
71 72 106 
73 80 106 
69 77 103 
65 74 103 
68 76 102 
69 72 101 
70 67 101 
72 68 101 
67 68 100 
70 74 107 
69 79 105 
69 76 101 
73 69 102 
73 70 106 
67 67 102 
72 65 105 
70 70 101 
71 80 106 
71 69 103 
69 68 102 
69 74 100 
72 72 105 
74 78 101 
76 79 105 
72 72 99 
66 71 102 
67 75 102 
70 76 102 
70 73 105 
68 71 101 
70 72 101 
67 69 103 
66 76 103 
69 82 99 
67 79 110 
69 71 100 
66 68 100 
69 74 100 
64 73 100 
65 76 102 
64 82 99 
64 79 103 
65 78 104 
69 66 103 
69 69 104 
68 77 103 
70 75 106 
64 79 104 
65 81 107 
65 76 106 
65 75 104 
69 73 102 
67 73 105 
67 78 103 
44 88 108 
28 68 108 
34 50 107 
41 59 108 
40 64 106 
31 62 107 
13 49 108 
5 42 101 
1 25 94 
3 19 86 
8 26 90 
11 25 100 
16 31 106 
21 48 108 
23 46 109 
13 48 111 
10 51 102 
10 46 101 
11 41 104 
13 39 108 
13 42 104 
15 40 106 
19 43 109 
23 44 108 
19 52 106 
25 52 112 
23 55 108 
19 50 110 
20 47 107 
19 43 100 
17 42 109 
19 46 111 
23 49 105 
19 44 106 
16 44 104 
17 44 107 
18 53 108 
14 46 105 
13 46 103 
12 47 101 
10 43 103 
12 42 103 
10 49 100 
14 40 101 
10 38 101 
11 37 104 
8 39 97 
8 42 100 
7 38 101 
5 41 101 
7 36 99 
4 35 92 
1 34 98 
4 25 97 
5 36 100 
5 28 88 
5 30 96 
3 31 91 
4 31 91 
4 31 90 
7 32 92 
6 36 93 
8 36 89 
3 28 95 
3 32 100 
5 29 98 
2 21 100 
2 20 93 
2 22 99 
2 18 93 
1 17 91 
1 15 94 
4 18 88 
6 26 94 
6 24 91 
6 32 92 
4 31 94 
6 32 94 
7 37 95 
6 31 96 
11 36 96 
9 37 96 
9 42 100 
10 39 94 
12 41 100 
9 29 98 
7 32 98 
8 42 95 
7 42 93 
8 35 94 
7 41 95 
10 48 98 
9 45 95 
8 41 97 
9 40 97 
9 36 91 
7 31 96 
7 28 93 
9 31 96 
9 38 97 
9 31 101 
13 40 97 
8 31 96 
9 33 95 
8 34 101 
9 31 96 
12 38 94 
12 38 98 
14 40 99 
14 40 102 
10 33 98 
7 29 98 
10 34 96 
11 37 99 
10 34 97 
9 30 98 
15 36 97 
16 42 98 
20 50 98 
19 48 97 
23 56 102 
21 42 101 
22 48 97 
26 49 94 
31 62 102 
17 40 100 
20 45 97 
14 39 99 
21 38 95 
24 48 99 
18 40 104 
17 41 98 
20 44 96 
20 34 99 
19 39 99 
23 44 98 
26 46 104 
17 43 102 
14 39 96 
17 44 95 
20 50 98 
28 58 101 
22 51 103 
11 41 95 
10 31 98 
15 46 102 
14 43 97 
14 40 99 
24 46 102 
23 49 97 
24 54 95 
25 56 94 
30 56 98 
27 56 96 
27 52 96 
30 54 93 
36 60 100 
26 54 101 
26 49 91 
46 68 97 
39 70 99 
25 47 97 
25 48 95 
30 52 96 
36 53 96 
41 60 96 
36 57 93 
36 52 95 
29 50 102 
35 50 95 
47 64 94 
46 66 98 
39 57 97 
44 61 92 
50 71 97 
49 58 93 
51 62 96 
43 58 100 
37 47 96 
35 49 98 
41 54 102 
45 60 97 
43 60 101 
40 50 99 
43 55 101 
33 49 100 
43 48 95 
42 52 98 
39 50 98 
48 53 92 
58 63 95 
55 65 96 
60 61 95 
57 58 95 
54 62 95 
56 63 103 
57 58 95 
58 62 98 
56 61 99 
60 63 95 
54 65 100 
57 64 96 
64 65 95 
61 72 96 
62 64 100 
61 66 94 
60 65 99 
61 60 101 
54 63 99 
61 63 95 
58 68 99 
58 69 100 
61 73 97 
60 69 99 
64 66 93 
65 65 100 
66 73 103 
62 64 96 
63 66 94 
63 70 94 
65 70 98 
65 73 98 
64 70 96 
66 67 100 
64 68 97 
64 72 96 
63 65 99 
63 68 97 
67 68 98 
65 69 98 
63 73 101 
66 67 101 
64 67 102 
64 58 93 
66 67 96 
66 66 92 
70 69 96 
72 65 87 
71 64 96 
68 73 98 
68 65 93 
65 67 97 
67 69 94 
68 67 92 
67 65 97 
65 70 98 
67 68 94 
69 78 95 
68 73 98 
67 75 96 
70 66 96 
61 66 95 
57 58 98 
66 68 96 
70 65 94 
67 66 94 
69 68 97 
67 70 99 
66 72 102 
70 71 96 
69 62 96 
71 62 97 
67 66 94 
70 66 101 
69 68 95 
71 60 97 
72 63 96 
69 66 93 
69 61 92 
65 66 95 
67 63 97 
67 69 98 
67 66 92 
69 67 96 
70 67 96 
71 62 99 
66 68 95 
66 60 98 
70 62 100 
67 63 94 
73 59 97 
69 67 99 
67 63 102 
71 60 99 
66 65 100 
71 60 104 
67 65 95 
66 65 96 
68 67 100 
71 65 92 
67 60 97 
67 60 101 
69 63 96 
67 65 96 
66 69 95 
65 59 98 
65 66 102 
63 60 99 
65 61 99 
63 65 103 
70 60 99 
71 255 66 
76 74 101 
78 77 102 
80 72 102 
76 76 102 
78 78 103 
75 79 103 
78 76 105 
77 80 100 
76 80 103 
78 71 106 
78 81 97 
74 77 97 
78 78 101 
79 80 104 
75 75 97 
73 84 104 
76 81 102 
76 76 99 
74 80 105 
77 79 102 
80 80 99 
77 81 99 
77 79 102 
75 79 100 
76 73 106 
74 70 105 
74 70 103 
74 71 102 
77 81 103 
81 82 103 
75 77 104 
78 67 102 
80 71 100 
71 75 98 
74 80 104 
75 79 101 
73 73 98 
74 78 100 
73 78 100 
73 78 99 
74 78 93 
74 76 104 
79 71 102 
74 73 102 
77 75 101 
77 71 102 
77 77 102 
77 72 103 
75 75 99 
75 78 101 
74 73 106 
72 74 104 
75 71 101 
79 72 101 
76 71 102 
77 76 104 
76 71 100 
76 78 97 
75 78 105 
75 76 102 
74 77 95 
76 81 105 
73 75 96 
73 79 102 
73 74 99 
74 72 100 
73 80 101 
72 75 104 
72 74 104 
74 70 106 
75 76 101 
75 70 102 
75 73 96 
73 75 96 
67 74 98 
75 75 96 
70 73 104 
73 76 105 
72 80 100 
71 79 101 
74 72 105 
69 79 97 
72 78 104 
75 82 102 
71 79 105 
69 83 105 
72 86 102 
72 79 97 
72 80 105 
76 72 101 
75 79 99 
72 76 102 
73 83 101 
73 82 102 
74 77 106 
74 72 103 
71 78 104 
70 78 100 
68 81 100 
74 76 101 
70 81 101 
71 82 105 
72 79 101 
69 79 98 
73 77 100 
71 75 100 
71 76 99 
72 78 97 
73 71 105 
69 80 98 
73 71 104 
67 80 101 
70 71 101 
66 68 102 
67 76 103 
68 76 104 
68 82 104 
67 75 97 
62 76 101 
64 84 98 
69 77 100 
65 87 102 
68 75 100 
65 77 97 
65 75 98 
63 77 98 
71 78 104 
67 72 100 
69 70 97 
68 70 100 
65 71 105 
69 77 98 
66 70 102 
69 71 101 
70 71 103 
69 67 99 
69 72 102 
62 71 99 
67 72 100 
66 75 98 
71 70 99 
67 81 102 
68 85 106 
68 81 99 
70 80 104 
63 83 102 
73 74 102 
66 75 101 
67 80 108 
70 84 102 
69 83 99 
66 78 103 
67 80 103 
70 73 103 
70 81 101 
70 79 104 
67 81 104 
68 78 106 
67 78 103 
64 71 105 
66 74 101 
64 67 106 
69 74 101 
68 67 96 
70 78 104 
71 73 104 
66 81 105 
68 74 101 
69 71 102 
65 69 107 
71 70 98 
72 68 102 
68 78 102 
70 77 111 
73 75 101 
68 73 103 
68 74 103 
68 75 101 
72 73 102 
74 77 101 
68 77 104 
68 76 105 
70 76 102 
66 74 100 
71 75 102 
69 72 103 
70 70 103 
68 76 104 
74 79 100 
65 84 103 
65 77 105 
69 77 102 
69 80 99 
70 82 104 
69 76 100 
66 85 100 
63 76 106 
69 76 105 
63 77 100 
63 77 103 
67 74 102 
69 73 105 
70 71 102 
65 78 102 
66 79 102 
65 71 105 
66 80 101 
69 79 103 
67 78 98 
49 74 101 
34 67 103 
38 56 104 
42 53 106 
50 64 107 
43 69 107 
22 62 111 
6 40 109 
8 29 100 
7 10 100 
14 10 95 
22 31 106 
21 34 108 
18 39 108 
22 46 111 
12 43 106 
12 27 102 
17 23 100 
21 37 110 
21 50 110 
17 41 113 
14 45 108 
20 44 108 
21 49 111 
22 53 108 
22 51 102 
23 52 106 
21 58 106 
24 51 107 
14 53 107 
12 42 103 
15 43 100 
14 47 106 
12 46 102 
10 38 102 
13 48 107 
13 43 104 
13 37 105 
10 39 105 
8 44 104 
10 45 99 
8 41 106 
11 44 94 
4 51 100 
5 39 98 
5 39 93 
7 49 100 
6 48 101 
5 41 102 
6 40 102 
6 38 95 
6 31 97 
6 34 98 
4 41 95 
8 39 93 
10 39 93 
6 28 95 
7 32 96 
6 36 96 
3 23 92 
2 24 95 
4 27 92 
3 28 91 
4 22 84 
4 27 97 
3 32 94 
5 30 99 
4 37 95 
3 30 99 
2 23 101 
2 24 95 
1 15 95 
4 15 93 
4 7 91 
5 12 90 
1 21 93 
1 28 90 
5 32 89 
6 30 93 
6 32 94 
6 30 93 
6 37 93 
8 41 92 
10 44 98 
14 40 97 
14 43 105 
14 50 101 
13 44 100 
8 43 99 
6 39 102 
11 36 98 
5 35 96 
7 43 92 
10 47 96 
10 43 104 
9 37 98 
8 36 92 
9 33 96 
9 26 98 
7 25 96 
9 33 94 
11 35 93 
10 32 95 
8 35 97 
7 30 95 
8 29 95 
8 30 93 
12 38 90 
11 32 96 
9 32 92 
11 37 96 
10 36 93 
7 28 101 
11 31 99 
12 39 96 
10 35 99 
9 29 97 
11 31 95 
17 45 96 
22 49 99 
20 55 99 
24 52 99 
17 44 102 
17 43 97 
25 50 95 
28 57 100 
16 33 99 
19 41 99 
12 41 103 
18 41 95 
21 46 100 
17 35 101 
17 40 100 
19 38 101 
15 36 97 
16 38 93 
20 43 98 
20 43 101 
18 37 101 
15 39 93 
18 44 99 
27 54 100 
31 64 98 
21 51 100 
7 34 102 
12 31 95 
14 44 102 
16 45 98 
16 43 95 
17 42 101 
24 47 94 
20 46 100 
23 51 101 
26 51 99 
25 48 99 
23 47 96 
28 58 96 
31 57 101 
20 45 101 
31 54 97 
42 68 100 
26 56 97 
17 45 94 
24 48 95 
27 45 98 
38 50 91 
36 54 94 
31 51 98 
30 48 95 
33 54 99 
42 59 92 
48 68 95 
37 60 99 
43 53 93 
45 64 94 
44 65 97 
40 61 92 
40 57 96 
28 46 96 
33 47 96 
42 50 90 
44 56 98 
46 62 97 
42 55 100 
41 52 96 
43 58 100 
34 46 99 
43 59 96 
39 54 99 
47 50 93 
53 57 93 
56 60 98 
57 61 96 
58 66 98 
54 68 102 
56 67 100 
59 60 98 
58 65 100 
58 59 97 
58 61 94 
57 58 98 
55 55 94 
60 66 97 
62 64 97 
60 67 93 
62 64 95 
62 65 92 
59 60 103 
63 65 100 
58 70 96 
60 71 104 
55 63 96 
56 64 99 
62 64 104 
60 63 97 
61 61 103 
63 71 98 
64 69 100 
67 56 97 
65 65 96 
63 65 102 
64 73 97 
62 73 100 
67 73 97 
64 70 97 
65 68 95 
64 71 93 
64 67 94 
64 67 98 
66 65 97 
65 66 95 
63 62 102 
66 68 95 
65 63 93 
68 71 98 
64 68 100 
65 69 99 
67 69 101 
62 65 98 
68 63 97 
68 69 95 
70 70 96 
66 65 95 
69 69 95 
70 60 96 
70 58 100 
67 62 97 
69 66 100 
68 70 98 
66 70 101 
67 74 97 
67 72 94 
