262144 3
187 255 65 
196 255 65 
189 255 66 
181 255 64 
185 255 60 
181 255 68 
173 255 58 
187 255 59 
171 255 53 
157 255 60 
164 255 51 
174 255 53 
166 255 51 
155 255 50 
148 255 53 
139 255 47 
136 255 51 
143 255 46 
147 255 43 
133 255 46 
120 255 46 
121 255 51 
99 255 52 
86 255 54 
69 255 55 
67 255 59 
58 255 61 
45 255 59 
28 255 51 
28 255 51 
37 255 53 
56 255 57 
93 255 75 
59 255 74 
71 255 93 
60 255 89 
44 255 72 
42 255 75 
44 255 77 
57 255 94 
58 255 94 
61 255 107 
55 255 100 
57 255 96 
53 255 92 
59 255 94 
77 255 109 
64 255 88 
123 255 119 
149 255 129 
110 255 104 
139 255 71 
198 255 90 
219 255 112 
225 255 112 
221 255 95 
217 255 90 
213 255 90 
227 255 87 
218 255 91 
222 255 92 
217 255 88 
216 255 92 
211 255 81 
211 255 88 
214 255 84 
209 255 84 
204 255 81 
211 255 75 
205 255 84 
200 255 83 
213 255 84 
214 255 82 
210 255 87 
208 255 87 
197 255 97 
195 255 124 
189 255 134 
231 255 162 
223 255 156 
220 255 161 
174 255 132 
203 255 165 
228 255 141 
195 255 155 
165 255 134 
125 255 110 
89 255 105 
80 255 81 
84 255 90 
77 255 77 
88 255 69 
174 255 78 
217 255 85 
223 255 89 
218 255 77 
216 255 84 
213 255 74 
216 255 80 
214 255 81 
212 255 79 
209 255 81 
207 255 78 
207 255 86 
215 255 75 
206 255 80 
208 255 75 
210 255 89 
208 255 81 
216 255 88 
217 255 79 
223 255 80 
224 255 92 
218 255 73 
212 255 82 
214 255 74 
209 255 76 
204 255 73 
209 255 68 
208 255 76 
200 255 64 
209 255 86 
209 255 70 
222 255 82 
197 255 71 
205 255 68 
209 255 72 
202 255 66 
198 255 83 
200 255 65 
200 255 72 
199 255 74 
203 255 73 
191 255 75 
198 255 59 
195 255 72 
196 255 64 
183 255 70 
180 255 57 
182 255 61 
172 255 56 
180 255 54 
177 255 56 
182 255 52 
176 255 63 
175 255 46 
168 255 52 
161 255 54 
150 255 52 
136 255 53 
131 255 51 
124 255 56 
104 255 46 
95 255 56 
96 255 55 
66 255 58 
44 255 57 
32 255 52 
35 255 55 
79 255 59 
121 255 69 
56 255 64 
37 255 69 
45 255 69 
62 255 87 
49 255 79 
51 255 77 
52 255 85 
47 255 71 
45 255 79 
42 255 74 
67 255 91 
88 255 109 
74 255 109 
63 255 97 
50 255 78 
135 255 74 
132 255 255 
64 159 209 
65 168 204 
69 163 212 
73 163 201 
70 163 199 
67 171 207 
74 177 201 
68 167 209 
70 177 206 
68 173 209 
77 172 205 
71 166 214 
67 172 198 
68 176 208 
69 182 207 
72 176 210 
70 172 212 
74 181 212 
64 172 215 
69 180 212 
70 168 217 
66 174 213 
71 174 207 
63 169 212 
74 184 213 
61 176 220 
69 175 212 
75 174 204 
79 182 212 
80 185 211 
75 178 203 
76 174 212 
71 170 202 
74 183 202 
66 183 208 
73 174 208 
67 177 215 
64 173 204 
73 167 210 
73 164 216 
75 174 213 
66 184 211 
80 167 206 
68 184 205 
73 181 204 
69 183 200 
65 182 200 
66 190 208 
71 183 199 
76 189 201 
66 176 207 
72 184 192 
72 185 204 
71 183 195 
70 185 208 
62 190 204 
75 186 207 
70 177 210 
76 181 206 
74 186 210 
77 182 206 
73 189 207 
73 189 213 
75 189 211 
66 196 204 
75 191 202 
71 190 207 
82 195 203 
74 190 209 
74 179 198 
68 191 202 
80 182 210 
77 191 208 
70 189 213 
76 195 200 
75 187 213 
79 190 212 
76 194 213 
80 191 212 
83 179 211 
83 188 214 
96 162 207 
89 124 192 
105 98 168 
94 81 172 
90 68 150 
82 55 151 
78 53 140 
77 51 120 
70 46 139 
77 51 114 
71 47 121 
79 60 117 
71 61 127 
77 85 147 
80 139 177 
86 181 195 
103 199 214 
87 217 219 
103 215 220 
96 209 223 
100 230 222 
102 225 227 
96 219 225 
110 228 227 
92 221 227 
111 224 226 
104 220 221 
105 225 223 
95 223 224 
103 227 226 
102 222 217 
98 201 215 
102 167 204 
97 134 185 
107 108 182 
90 94 176 
103 100 164 
100 101 185 
111 115 183 
108 103 187 
101 96 182 
97 84 174 
77 68 167 
78 65 150 
68 55 139 
70 55 141 
66 54 117 
64 49 119 
66 47 115 
60 47 102 
63 49 112 
58 43 105 
66 49 96 
57 40 108 
60 47 94 
58 43 92 
56 43 100 
63 45 85 
56 38 86 
63 48 87 
56 39 82 
58 42 88 
61 46 87 
58 44 85 
65 47 94 
56 41 91 
60 44 98 
56 41 90 
64 46 91 
56 40 103 
60 42 87 
60 43 95 
57 41 99 
60 46 91 
54 39 103 
64 44 93 
56 41 87 
60 44 96 
58 43 91 
59 43 97 
60 46 96 
58 41 95 
65 46 100 
58 43 94 
63 50 103 
60 44 106 
63 48 103 
64 47 129 
59 44 122 
69 49 112 
60 48 135 
68 52 122 
64 51 131 
67 56 138 
66 55 127 
64 49 142 
73 57 157 
63 53 142 
69 55 155 
56 48 139 
64 56 153 
63 57 161 
69 63 156 
88 76 176 
88 92 181 
117 99 178 
96 93 179 
95 82 177 
76 72 177 
72 67 176 
61 60 169 
57 61 171 
60 59 163 
51 54 166 
54 53 172 
48 51 167 
54 59 166 
46 52 172 
50 53 163 
53 51 168 
50 51 166 
52 53 167 
45 51 173 
54 52 171 
51 48 182 
54 52 174 
53 50 167 
52 55 174 
53 52 158 
48 49 168 
53 51 167 
50 53 171 
57 51 168 
48 46 172 
51 54 163 
54 55 179 
47 50 169 
54 56 170 
49 53 171 
54 54 170 
45 52 172 
51 61 170 
50 59 176 
53 57 171 
51 61 171 
48 62 172 
58 68 179 
49 64 170 
59 70 179 
51 64 180 
56 70 166 
56 76 181 
52 78 171 
63 77 182 
48 69 183 
63 85 180 
52 76 184 
56 76 177 
60 80 182 
58 90 185 
59 102 188 
62 96 187 
69 101 185 
61 107 193 
68 106 188 
67 120 194 
63 131 200 
69 143 198 
68 124 195 
74 142 192 
67 138 205 
75 144 201 
69 150 203 
77 152 198 
75 165 203 
84 153 197 
87 163 207 
77 151 198 
90 133 188 
84 109 182 
90 86 180 
72 71 159 
75 66 148 
70 57 151 
68 55 125 
79 57 141 
73 52 132 
80 53 130 
70 51 136 
74 56 121 
69 50 130 
73 48 122 
71 51 108 
69 46 115 
74 45 92 
67 44 95 
77 44 98 
66 39 83 
71 44 97 
69 45 95 
64 42 86 
67 43 91 
65 41 92 
73 46 95 
63 41 98 
73 44 92 
66 45 98 
70 48 93 
69 42 89 
64 41 97 
73 43 88 
64 37 89 
70 43 94 
64 44 87 
68 45 98 
64 45 99 
67 45 91 
71 46 104 
60 40 98 
70 44 100 
61 41 104 
73 45 87 
64 42 96 
68 42 87 
68 41 84 
68 39 87 
66 41 68 
61 36 73 
65 36 63 
57 31 57 
62 33 61 
59 33 53 
57 30 53 
60 33 57 
54 28 50 
61 31 51 
50 25 53 
66 58 99 
122 164 214 
162 184 232 
144 190 223 
151 179 222 
152 190 228 
129 163 216 
132 126 202 
120 103 205 
130 74 184 
95 54 152 
82 46 129 
79 44 116 
83 52 144 
97 54 162 
75 42 118 
72 35 83 
57 30 82 
60 31 76 
60 33 85 
59 37 91 
65 40 86 
60 37 95 
70 45 95 
63 48 114 
75 62 141 
76 94 177 
77 150 208 
89 181 213 
96 191 215 
102 191 218 
93 198 214 
96 196 218 
88 181 217 
93 183 214 
85 192 222 
87 181 217 
88 183 213 
81 171 215 
90 188 221 
89 179 226 
90 180 221 
80 187 219 
83 176 212 
83 191 224 
79 175 214 
82 191 217 
89 187 220 
102 180 211 
100 185 223 
118 180 219 
130 180 228 
126 142 213 
118 117 190 
84 96 177 
100 92 163 
79 99 166 
81 117 182 
83 146 205 
82 170 202 
89 183 217 
81 184 210 
83 188 220 
69 185 216 
92 190 220 
71 173 213 
81 186 213 
78 187 223 
77 177 215 
88 185 213 
73 173 215 
81 183 208 
79 164 214 
100 165 206 
91 167 210 
102 147 207 
115 147 205 
127 146 201 
134 133 199 
132 121 199 
148 115 195 
132 108 192 
145 96 193 
126 87 192 
129 77 177 
120 70 176 
116 70 175 
123 65 179 
100 59 177 
116 63 170 
98 55 168 
108 56 170 
95 54 173 
98 52 168 
101 53 169 
94 50 167 
94 48 172 
81 47 169 
89 48 167 
79 47 166 
88 48 159 
85 44 173 
86 50 167 
90 48 168 
86 47 161 
96 47 150 
86 42 159 
91 47 155 
84 41 150 
88 44 154 
90 46 156 
84 43 158 
92 44 163 
82 43 153 
95 45 148 
82 44 154 
90 45 149 
86 40 159 
84 44 151 
92 48 153 
86 47 166 
99 60 165 
88 63 158 
94 77 167 
84 100 180 
84 137 187 
84 146 184 
84 167 195 
76 174 209 
75 173 199 
85 164 196 
77 172 210 
74 183 193 
79 161 201 
78 168 195 
80 160 199 
69 162 195 
70 151 186 
63 151 198 
69 158 185 
76 159 193 
88 169 196 
114 174 203 
120 174 205 
141 175 212 
135 162 202 
140 143 200 
134 136 190 
144 117 182 
146 111 186 
140 95 176 
143 94 174 
138 86 175 
145 86 164 
136 93 175 
143 81 174 
137 87 172 
146 86 172 
138 82 171 
146 87 175 
144 80 176 
138 94 174 
138 80 180 
134 79 176 
141 82 172 
126 75 173 
129 79 172 
123 68 170 
121 72 174 
116 63 166 
107 59 166 
115 60 159 
106 57 166 
105 54 165 
92 49 157 
93 51 164 
90 47 158 
90 51 162 
95 47 168 
86 49 162 
96 49 168 
93 50 171 
96 53 165 
98 53 164 
95 52 166 
97 52 170 
96 54 163 
110 54 161 
103 57 170 
114 58 166 
101 53 170 
119 67 169 
140 63 170 
129 255 255 
70 153 205 
70 162 207 
71 173 207 
76 167 198 
68 171 212 
75 161 210 
69 183 200 
68 167 207 
64 166 210 
70 170 207 
70 168 215 
68 173 202 
69 166 214 
73 188 210 
73 171 202 
70 169 210 
69 177 209 
64 180 214 
74 182 220 
65 162 212 
65 180 210 
71 172 204 
63 167 206 
72 182 212 
68 168 206 
70 175 209 
67 166 217 
68 174 203 
75 171 217 
68 178 203 
80 183 211 
71 164 211 
71 180 210 
69 176 209 
77 173 205 
74 175 198 
70 188 211 
72 169 203 
69 171 207 
73 176 199 
69 174 199 
74 175 199 
74 171 209 
75 185 201 
69 166 201 
71 182 204 
73 188 216 
69 176 218 
78 178 200 
66 172 205 
71 191 206 
73 171 206 
65 173 210 
70 178 207 
62 182 202 
73 180 206 
67 170 197 
69 183 205 
77 176 192 
75 181 206 
72 182 209 
73 191 197 
73 180 208 
73 179 202 
71 193 203 
73 187 203 
80 189 209 
74 202 209 
74 182 207 
70 187 211 
70 182 204 
75 186 206 
73 193 213 
76 186 210 
68 186 212 
77 192 206 
70 193 216 
75 185 196 
84 192 209 
79 194 206 
84 190 204 
77 168 215 
85 142 208 
90 116 193 
103 99 184 
99 68 160 
84 66 156 
79 50 148 
75 47 137 
75 48 141 
67 41 117 
75 47 117 
69 46 129 
73 57 118 
70 55 139 
73 82 140 
88 127 162 
92 171 201 
102 210 208 
92 216 223 
102 216 223 
98 224 223 
106 225 221 
106 222 226 
103 224 221 
101 216 230 
97 230 231 
106 216 221 
96 231 228 
99 227 223 
102 220 230 
105 232 229 
102 201 219 
91 163 210 
114 132 190 
92 100 180 
104 105 174 
100 92 178 
102 108 184 
113 102 175 
105 103 177 
116 102 177 
88 80 168 
91 82 172 
71 61 160 
74 59 148 
69 52 146 
65 56 130 
64 47 122 
61 47 120 
64 51 101 
60 43 110 
64 47 103 
59 44 102 
60 48 109 
60 44 91 
57 43 92 
59 45 92 
55 39 86 
59 42 89 
58 44 86 
63 46 83 
57 39 89 
59 42 86 
59 46 90 
59 41 93 
59 44 87 
55 39 97 
57 46 92 
57 40 88 
55 40 94 
59 42 84 
60 44 91 
59 43 92 
54 40 85 
60 44 104 
58 40 91 
61 44 96 
57 39 99 
57 41 91 
57 41 99 
56 43 99 
61 45 98 
54 41 105 
57 46 98 
59 45 106 
61 47 108 
62 48 105 
59 48 116 
66 49 116 
61 44 115 
61 51 132 
61 47 129 
69 51 132 
63 52 147 
67 57 138 
71 54 157 
61 52 162 
70 60 156 
67 56 163 
68 54 149 
62 56 149 
71 62 157 
81 69 159 
96 91 171 
115 99 182 
122 105 180 
135 91 179 
109 91 177 
100 80 171 
78 63 167 
68 68 160 
63 59 163 
54 55 162 
58 58 166 
47 51 168 
52 56 164 
49 54 173 
49 57 173 
47 52 159 
49 48 172 
52 54 170 
45 49 168 
48 50 175 
50 54 176 
52 62 174 
48 57 165 
52 65 176 
53 68 174 
54 66 167 
52 64 173 
51 61 170 
57 70 162 
52 64 178 
53 62 169 
49 59 167 
50 58 169 
53 56 171 
51 58 163 
58 66 165 
48 59 155 
54 59 159 
47 61 166 
51 66 173 
53 60 176 
50 64 174 
55 65 174 
47 67 176 
57 73 181 
50 68 185 
60 76 180 
57 75 184 
56 80 179 
57 79 182 
54 79 180 
65 90 187 
54 83 193 
63 88 180 
57 88 184 
60 97 183 
66 99 191 
59 108 193 
66 109 194 
63 113 184 
68 119 195 
67 122 196 
67 128 194 
61 137 200 
73 129 202 
75 133 200 
69 142 199 
76 152 195 
70 154 208 
80 156 205 
78 167 207 
84 156 201 
89 145 205 
75 138 196 
89 135 199 
75 96 182 
80 87 171 
73 75 170 
83 63 153 
75 56 140 
70 55 132 
76 53 126 
75 52 137 
79 58 124 
67 44 121 
78 54 125 
73 47 109 
72 49 122 
71 48 116 
74 48 99 
76 48 110 
66 45 93 
75 46 89 
68 39 99 
70 44 84 
68 43 96 
68 45 98 
68 44 92 
67 42 100 
74 45 93 
65 39 90 
71 43 93 
65 40 91 
72 48 97 
68 41 91 
66 40 89 
69 45 98 
63 42 89 
68 43 93 
63 41 96 
69 49 89 
62 39 96 
69 45 93 
67 47 96 
63 42 103 
70 44 91 
63 39 96 
70 46 92 
59 36 86 
67 41 98 
66 40 89 
66 38 80 
68 39 83 
63 37 72 
71 40 77 
58 33 66 
64 33 56 
59 34 64 
59 34 55 
60 30 55 
55 29 54 
62 31 46 
55 27 54 
56 28 55 
54 45 97 
121 154 204 
152 195 223 
140 180 225 
146 189 226 
133 179 223 
145 154 215 
126 149 214 
144 124 209 
116 69 186 
105 57 150 
79 42 128 
82 43 110 
98 58 153 
84 50 159 
84 47 123 
63 31 81 
66 35 81 
62 34 81 
62 34 89 
62 38 93 
62 42 90 
69 41 101 
61 40 101 
69 51 115 
65 60 140 
77 93 160 
83 154 206 
92 172 214 
97 193 210 
89 184 215 
102 190 218 
80 186 214 
94 179 210 
91 192 223 
86 168 214 
87 180 209 
85 177 213 
95 178 211 
77 185 211 
89 184 218 
87 181 212 
89 168 208 
89 179 215 
85 182 209 
89 174 217 
73 185 215 
87 185 211 
87 179 215 
117 182 211 
115 198 227 
132 203 217 
130 180 225 
119 154 207 
117 134 194 
99 111 180 
94 120 187 
79 131 198 
92 168 201 
81 171 205 
85 184 216 
81 188 216 
75 180 214 
85 198 207 
75 184 219 
87 192 216 
82 185 207 
88 176 215 
82 203 222 
82 179 216 
87 189 218 
82 169 215 
98 159 210 
89 162 205 
107 150 215 
107 142 215 
130 117 204 
140 131 201 
138 132 195 
151 109 193 
124 108 193 
135 96 186 
122 79 189 
139 83 186 
121 69 180 
117 69 171 
113 63 176 
105 56 171 
109 62 173 
91 55 175 
108 58 173 
99 54 176 
99 55 166 
86 47 170 
88 49 165 
93 49 161 
81 46 166 
91 48 159 
77 43 158 
88 46 162 
86 45 157 
87 45 166 
91 47 169 
78 43 156 
93 46 158 
80 41 149 
91 49 155 
81 43 161 
92 47 152 
84 45 161 
82 43 148 
92 46 150 
80 43 161 
94 46 147 
79 41 156 
90 46 153 
82 44 142 
89 44 146 
86 43 158 
87 43 152 
95 48 159 
90 50 156 
93 52 155 
85 63 161 
86 78 175 
82 95 171 
84 141 196 
90 166 203 
74 170 207 
88 179 204 
76 166 201 
80 167 204 
71 171 205 
75 163 200 
78 170 203 
65 150 196 
80 152 200 
66 153 192 
77 156 194 
73 160 196 
92 164 203 
104 170 198 
118 170 197 
129 177 204 
130 170 199 
153 173 206 
130 136 200 
152 122 187 
137 116 187 
130 96 180 
134 89 178 
132 95 174 
146 92 179 
134 94 164 
148 86 181 
135 90 177 
143 88 171 
141 79 171 
137 86 162 
147 82 171 
126 77 174 
146 86 173 
130 77 177 
141 90 175 
129 78 180 
138 79 169 
140 76 169 
130 68 169 
124 70 167 
114 62 169 
124 64 168 
105 61 164 
113 55 163 
92 47 168 
95 49 155 
94 51 168 
86 44 154 
90 49 167 
79 45 155 
93 48 166 
93 48 164 
102 51 160 
96 53 163 
94 52 161 
95 51 164 
92 50 161 
95 52 165 
92 50 162 
97 53 174 
106 57 167 
111 55 164 
107 55 178 
142 60 168 
132 255 255 
68 175 208 
69 155 200 
72 170 215 
69 166 204 
70 167 202 
69 180 212 
75 171 204 
67 183 215 
75 174 215 
65 176 207 
71 178 211 
68 158 210 
68 169 207 
77 186 214 
70 169 214 
68 168 214 
66 175 215 
76 177 217 
69 173 216 
68 171 209 
74 190 216 
64 168 216 
72 168 194 
66 180 211 
71 171 210 
71 183 212 
67 180 217 
70 180 209 
69 169 209 
79 174 207 
69 184 207 
71 177 216 
67 180 206 
74 180 211 
71 177 206 
69 177 218 
73 178 215 
63 185 209 
78 165 206 
64 168 207 
82 186 210 
63 179 211 
69 187 214 
75 183 214 
62 177 213 
77 180 208 
65 175 207 
76 186 208 
69 171 203 
71 187 209 
71 177 206 
61 175 195 
70 176 208 
63 182 205 
71 181 209 
64 170 206 
73 173 205 
76 182 213 
70 185 208 
76 187 210 
64 180 210 
68 185 207 
62 182 209 
71 180 213 
73 178 208 
78 187 206 
70 195 210 
70 188 201 
71 187 205 
72 184 199 
73 199 210 
74 184 199 
74 178 206 
68 187 210 
71 180 206 
72 182 214 
73 186 213 
75 189 211 
69 188 213 
87 193 220 
79 197 219 
81 193 215 
86 156 220 
94 136 197 
106 112 186 
94 82 174 
93 72 166 
76 56 152 
76 45 129 
73 46 148 
74 48 117 
69 41 116 
66 46 119 
66 45 120 
68 49 127 
75 59 127 
70 77 136 
83 111 179 
94 171 199 
106 196 204 
97 216 222 
112 223 218 
101 224 219 
99 225 215 
96 217 223 
109 228 227 
100 227 216 
100 228 227 
107 230 228 
103 220 231 
107 228 226 
102 213 227 
106 191 217 
113 157 211 
105 130 187 
113 110 187 
100 95 176 
104 109 172 
107 99 186 
104 106 176 
120 109 189 
114 102 186 
107 99 180 
92 86 184 
83 73 159 
70 60 149 
66 57 155 
64 52 125 
57 47 127 
63 47 123 
58 45 107 
61 48 117 
59 42 109 
61 49 103 
58 45 123 
55 47 98 
59 41 98 
56 45 100 
60 44 93 
57 42 93 
61 47 91 
60 44 89 
57 43 87 
59 39 81 
55 43 86 
58 44 91 
54 42 89 
57 45 98 
58 41 89 
56 39 88 
55 38 93 
57 44 84 
62 42 95 
57 46 98 
55 42 88 
54 40 105 
55 41 92 
57 39 97 
61 47 110 
61 42 96 
56 43 100 
59 43 99 
58 41 92 
60 45 105 
57 42 94 
58 47 105 
62 44 105 
61 49 107 
59 46 119 
58 45 118 
61 47 123 
62 49 135 
63 53 127 
64 48 137 
60 52 145 
68 59 154 
63 56 158 
66 59 169 
66 60 161 
70 63 167 
68 56 172 
72 70 171 
84 74 177 
94 86 173 
115 99 181 
130 109 184 
132 96 174 
123 84 181 
119 90 172 
109 78 178 
93 76 169 
79 69 160 
66 62 165 
59 61 160 
50 54 158 
50 57 168 
49 54 173 
47 51 174 
45 52 176 
45 54 172 
50 56 175 
50 57 170 
47 59 173 
49 65 173 
53 80 184 
47 96 194 
48 118 201 
56 152 211 
52 160 214 
57 160 215 
54 154 213 
61 150 207 
56 160 212 
58 156 210 
53 142 207 
52 114 206 
53 105 193 
51 106 196 
54 102 197 
48 104 196 
49 88 183 
50 85 184 
48 82 175 
51 74 179 
51 76 178 
56 75 172 
51 78 180 
54 77 180 
52 79 180 
56 81 189 
53 78 176 
56 80 183 
55 81 183 
53 91 181 
59 99 195 
56 93 195 
58 93 187 
57 99 186 
62 106 181 
60 107 193 
61 123 195 
61 115 198 
63 125 198 
68 120 199 
65 136 197 
72 144 198 
70 138 210 
66 135 198 
67 140 202 
67 153 199 
77 143 210 
70 162 209 
76 167 206 
73 160 207 
77 156 204 
84 156 194 
84 145 201 
83 116 185 
74 94 178 
84 87 179 
73 70 159 
78 69 158 
73 57 146 
75 62 140 
72 51 133 
71 51 118 
74 51 124 
71 52 118 
71 48 112 
73 46 121 
73 53 110 
67 43 114 
69 47 100 
75 49 89 
65 44 97 
70 43 91 
64 38 87 
69 46 96 
63 36 80 
67 42 100 
65 41 90 
64 44 86 
67 44 93 
66 42 89 
69 46 94 
62 40 94 
67 45 85 
66 44 97 
64 43 89 
66 41 86 
63 43 96 
68 45 82 
65 40 93 
67 46 92 
66 44 86 
71 45 95 
68 43 87 
64 43 88 
67 45 98 
63 40 91 
68 42 96 
62 39 96 
63 42 86 
63 40 96 
65 43 83 
65 39 82 
60 38 83 
64 39 68 
65 37 79 
67 39 68 
59 31 60 
62 35 63 
58 31 55 
59 32 56 
60 30 53 
57 28 47 
56 27 54 
50 24 61 
61 57 104 
119 173 218 
150 199 232 
134 181 227 
131 187 225 
138 166 227 
127 164 222 
143 155 216 
141 119 207 
134 80 187 
94 53 155 
85 45 137 
79 44 121 
84 52 147 
91 52 157 
79 46 137 
75 44 117 
64 38 105 
63 35 88 
59 35 95 
61 40 107 
65 39 93 
57 38 106 
66 43 101 
61 47 117 
73 65 143 
73 86 171 
78 137 194 
86 175 209 
91 178 209 
103 185 210 
87 186 212 
96 184 207 
79 185 216 
87 189 202 
86 190 207 
81 177 206 
91 185 213 
82 188 215 
96 191 209 
79 174 214 
84 176 218 
75 182 214 
82 197 218 
86 187 222 
86 193 208 
86 192 212 
92 190 215 
106 195 217 
106 196 217 
123 210 216 
126 199 227 
139 209 223 
119 183 216 
110 159 208 
100 142 196 
100 154 211 
85 163 200 
81 173 213 
88 168 212 
81 181 207 
86 183 207 
88 175 216 
77 202 218 
86 186 214 
79 183 218 
83 182 211 
83 188 218 
88 185 217 
90 181 213 
90 188 213 
96 167 207 
95 155 214 
116 154 209 
105 141 204 
119 149 214 
121 112 195 
136 125 199 
153 114 193 
142 110 191 
149 102 192 
126 79 195 
132 89 186 
115 66 180 
123 65 175 
120 68 174 
107 66 178 
109 61 177 
105 61 180 
107 61 166 
101 53 175 
100 50 170 
90 48 172 
88 51 170 
87 49 165 
81 45 157 
93 52 166 
83 44 166 
90 50 166 
78 46 164 
85 47 156 
85 47 166 
86 45 162 
92 47 155 
79 41 165 
88 47 148 
76 39 160 
90 47 157 
79 42 144 
83 41 151 
87 45 143 
76 39 153 
84 46 150 
78 39 145 
85 43 152 
76 41 152 
84 46 150 
80 39 159 
81 41 149 
86 41 150 
81 43 159 
91 48 148 
75 43 157 
87 55 149 
84 61 157 
84 80 169 
81 117 182 
81 148 200 
85 178 205 
76 169 201 
90 164 200 
71 166 209 
74 171 192 
75 169 201 
71 159 185 
75 169 198 
61 165 200 
74 145 195 
59 159 205 
73 165 189 
82 170 203 
108 169 206 
130 171 206 
