262144 3
61 63 53 
65 61 54 
62 62 50 
63 67 56 
68 72 55 
61 61 53 
57 55 52 
56 57 49 
62 61 51 
65 64 55 
63 65 56 
63 63 53 
60 65 51 
62 63 55 
59 57 47 
66 62 54 
72 68 53 
70 63 50 
62 61 51 
64 65 57 
69 67 57 
71 71 57 
65 61 49 
68 64 52 
72 67 51 
72 62 49 
71 64 51 
66 59 49 
65 64 53 
67 63 50 
63 63 50 
63 62 52 
57 57 48 
59 55 46 
58 57 46 
59 60 53 
52 50 44 
63 58 54 
61 58 49 
60 59 50 
65 63 56 
59 53 48 
59 52 46 
61 55 49 
59 54 46 
58 53 48 
58 50 47 
54 50 49 
51 51 45 
56 54 47 
59 56 45 
62 55 48 
59 54 46 
59 52 44 
62 58 51 
56 53 48 
61 56 51 
61 59 51 
58 56 52 
53 52 45 
51 56 52 
57 53 45 
56 52 40 
61 56 52 
59 56 48 
66 60 47 
63 56 47 
69 60 50 
72 62 49 
68 59 50 
71 62 55 
68 61 51 
65 63 56 
61 57 48 
62 60 56 
64 58 51 
64 59 52 
67 66 53 
66 63 53 
70 62 50 
73 65 51 
70 65 52 
63 61 52 
64 62 54 
63 59 50 
61 58 53 
61 55 48 
65 61 52 
67 67 52 
71 64 51 
64 65 54 
61 57 45 
65 63 53 
61 57 48 
57 54 48 
63 58 49 
61 63 51 
67 65 58 
67 65 54 
65 59 48 
66 58 49 
67 62 53 
64 56 49 
62 57 48 
61 60 49 
62 59 50 
67 62 48 
68 59 49 
65 60 55 
58 54 44 
62 54 52 
62 55 44 
59 55 45 
57 51 51 
60 54 47 
61 55 52 
61 57 56 
68 65 55 
63 58 48 
66 62 54 
64 59 51 
64 62 51 
60 60 53 
69 61 51 
69 65 50 
62 61 52 
67 65 52 
65 57 48 
68 59 51 
67 60 51 
68 59 51 
65 59 48 
65 61 52 
59 54 46 
61 57 48 
68 62 51 
62 61 50 
65 63 50 
69 62 52 
71 62 49 
71 59 52 
67 60 51 
64 59 49 
67 60 51 
65 59 48 
69 59 49 
67 57 50 
69 60 51 
69 63 51 
66 57 49 
65 59 49 
71 65 47 
71 66 51 
73 66 53 
69 62 49 
68 60 48 
70 63 50 
74 64 51 
66 61 47 
73 64 50 
73 63 49 
71 56 45 
74 62 49 
70 64 52 
72 68 50 
68 60 54 
71 64 52 
78 69 51 
80 72 50 
80 75 56 
80 73 53 
79 71 56 
73 64 50 
80 71 54 
76 68 53 
74 67 47 
77 67 52 
72 68 54 
67 60 52 
73 65 49 
79 66 51 
78 71 54 
80 72 57 
79 71 55 
75 68 53 
75 64 49 
82 68 53 
77 71 56 
74 70 54 
77 72 57 
75 67 58 
68 63 54 
72 67 52 
72 61 50 
74 66 56 
72 67 55 
73 69 54 
75 79 57 
77 74 57 
76 69 54 
69 60 53 
76 67 56 
81 74 57 
80 77 62 
81 80 62 
89 77 58 
82 77 54 
88 84 56 
85 80 60 
88 83 57 
77 71 56 
78 73 59 
86 75 56 
82 76 58 
82 78 56 
80 74 55 
76 69 51 
78 77 56 
81 78 55 
80 78 57 
79 72 51 
80 73 56 
84 83 57 
88 87 58 
87 82 62 
81 75 54 
82 82 56 
91 79 57 
94 86 60 
96 89 63 
105 97 66 
105 96 63 
124 108 66 
134 126 71 
134 122 71 
122 113 64 
126 111 63 
117 109 71 
107 102 67 
100 94 62 
116 103 63 
115 107 68 
124 114 70 
129 117 69 
127 117 68 
141 122 68 
142 123 73 
144 124 73 
154 133 71 
145 131 71 
137 131 83 
119 113 76 
121 118 73 
121 120 74 
120 119 70 
129 116 75 
122 111 69 
111 101 61 
113 102 59 
100 92 64 
99 87 61 
95 87 67 
99 93 65 
105 95 67 
107 95 63 
107 97 69 
106 106 71 
94 100 67 
95 90 64 
87 90 62 
82 79 60 
73 67 49 
70 65 55 
66 63 55 
72 67 51 
81 77 60 
84 73 56 
90 81 59 
90 83 62 
88 83 63 
85 77 57 
86 84 58 
94 88 64 
105 96 64 
96 85 62 
98 84 58 
101 90 62 
103 89 60 
100 86 60 
100 92 65 
102 90 57 
106 92 65 
104 94 60 
98 94 60 
104 96 63 
114 100 62 
106 96 62 
98 95 58 
105 91 59 
112 100 62 
122 106 66 
116 110 69 
119 116 65 
130 120 75 
120 109 63 
127 115 68 
129 118 71 
113 114 70 
103 97 61 
84 77 57 
84 77 55 
71 64 51 
71 73 61 
78 78 55 
90 90 65 
104 101 67 
127 114 71 
143 120 65 
147 127 65 
146 125 66 
138 123 69 
143 119 62 
156 129 68 
169 138 68 
165 133 66 
177 136 72 
167 136 68 
167 142 71 
161 131 70 
162 128 71 
163 128 68 
172 144 70 
174 138 69 
171 137 66 
171 139 65 
172 142 70 
173 139 68 
181 134 61 
177 140 69 
169 144 72 
169 133 67 
172 131 64 
166 130 70 
155 130 66 
160 130 66 
163 130 69 
160 124 62 
173 139 67 
176 139 71 
170 131 63 
160 132 65 
155 131 70 
154 124 66 
148 121 66 
168 124 64 
168 136 73 
167 135 68 
164 132 71 
169 136 72 
168 135 69 
167 140 72 
158 126 63 
160 133 69 
158 135 68 
153 133 67 
153 136 67 
157 136 64 
146 132 72 
142 122 65 
132 104 60 
144 117 68 
157 123 64 
160 131 68 
147 121 73 
159 129 70 
152 133 72 
147 132 71 
145 131 67 
139 132 71 
152 134 74 
150 135 76 
148 135 73 
152 136 75 
164 138 77 
168 137 75 
163 135 73 
170 140 71 
159 130 62 
148 125 67 
128 108 62 
121 102 61 
123 108 63 
132 109 62 
119 104 63 
105 89 54 
106 83 59 
110 89 58 
122 96 63 
145 110 61 
137 113 64 
133 110 63 
125 107 64 
126 105 63 
136 109 61 
139 115 65 
135 117 65 
128 124 68 
126 126 72 
115 108 64 
127 114 66 
152 130 68 
161 127 65 
164 134 67 
162 132 67 
161 132 70 
168 139 69 
165 141 72 
164 141 69 
157 136 72 
150 136 76 
156 136 68 
134 125 67 
128 120 67 
120 107 66 
91 93 65 
77 87 60 
83 87 62 
88 89 66 
94 93 61 
91 83 63 
79 78 56 
74 76 52 
67 67 53 
67 66 55 
64 65 56 
60 65 59 
52 52 45 
44 40 37 
42 37 35 
42 39 38 
41 39 39 
41 37 38 
40 38 37 
40 39 36 
39 36 37 
39 35 34 
39 38 38 
38 36 35 
36 32 32 
40 36 36 
40 34 36 
37 33 34 
40 36 36 
44 38 35 
48 38 37 
60 47 38 
70 56 44 
66 59 47 
62 49 42 
73 55 44 
77 56 43 
93 69 50 
101 85 53 
95 86 58 
93 82 59 
76 69 56 
70 58 46 
85 63 45 
86 72 53 
98 85 55 
100 84 58 
93 74 52 
83 66 46 
85 67 44 
88 71 45 
85 64 45 
97 70 47 
98 76 52 
95 69 46 
99 71 47 
104 80 49 
104 83 50 
89 70 50 
70 52 42 
57 43 39 
68 52 42 
93 73 51 
114 100 60 
136 116 58 
114 255 147 
58 59 52 
62 62 56 
61 59 48 
60 61 55 
68 64 52 
67 65 52 
62 71 61 
67 73 57 
60 59 51 
66 65 52 
67 68 52 
69 66 54 
67 72 55 
69 68 55 
64 72 56 
67 70 55 
64 65 53 
62 64 52 
63 68 55 
60 63 55 
64 67 56 
71 68 51 
71 66 49 
63 65 59 
61 68 55 
62 63 51 
64 68 56 
66 65 53 
63 61 54 
64 62 50 
68 66 51 
66 66 54 
64 65 55 
64 65 54 
67 65 55 
64 63 55 
64 59 50 
65 64 53 
68 68 54 
67 61 54 
62 57 49 
61 58 51 
66 65 55 
62 58 49 
63 58 52 
68 65 50 
68 65 53 
70 63 51 
68 67 55 
65 59 52 
70 71 53 
64 58 50 
65 62 49 
67 60 45 
64 62 50 
56 55 51 
60 61 47 
62 64 54 
65 58 48 
65 61 49 
58 58 48 
58 58 52 
64 62 54 
56 55 50 
53 50 45 
62 61 54 
59 58 52 
55 53 47 
56 55 49 
57 60 50 
54 57 49 
57 57 50 
58 56 50 
57 56 47 
57 54 45 
55 55 48 
56 50 44 
53 48 44 
54 53 47 
58 56 52 
58 57 48 
54 54 50 
56 56 51 
54 50 43 
56 48 45 
58 54 46 
63 60 54 
60 56 45 
62 57 49 
61 57 47 
67 63 51 
73 59 49 
65 59 50 
59 57 47 
62 61 48 
61 63 52 
62 58 51 
61 59 51 
63 62 52 
65 62 53 
64 59 49 
65 57 53 
69 63 51 
71 65 53 
66 66 57 
66 62 48 
67 63 53 
68 63 52 
65 59 50 
64 59 53 
70 65 50 
68 60 49 
67 63 50 
62 61 55 
63 59 51 
59 60 49 
61 62 51 
66 64 52 
60 64 53 
66 67 55 
65 66 53 
62 60 50 
62 56 52 
65 58 53 
61 56 45 
69 61 51 
68 59 50 
67 60 50 
64 59 50 
68 59 50 
66 58 54 
62 57 48 
62 60 54 
63 62 53 
58 56 50 
58 52 49 
60 54 48 
63 57 46 
69 65 54 
67 60 48 
64 59 52 
63 63 51 
58 56 48 
63 63 52 
63 56 49 
69 61 47 
64 58 49 
61 59 48 
65 56 47 
61 54 51 
63 62 50 
67 57 48 
66 56 47 
57 51 41 
60 56 49 
54 49 44 
60 52 47 
64 58 45 
58 52 54 
61 54 48 
68 59 49 
72 59 51 
64 59 49 
63 53 51 
65 58 49 
69 61 52 
75 65 51 
69 57 46 
67 57 47 
64 58 50 
69 59 47 
71 57 45 
64 59 46 
69 62 49 
68 59 51 
66 61 50 
68 63 53 
69 60 49 
61 53 48 
68 60 43 
65 62 49 
74 64 53 
63 60 50 
69 56 47 
76 62 51 
71 68 51 
71 65 53 
71 68 56 
72 66 51 
79 69 52 
77 71 57 
78 68 53 
75 71 56 
75 71 55 
71 63 49 
75 63 50 
68 61 50 
74 63 49 
76 65 55 
73 71 53 
72 63 51 
71 66 56 
74 65 51 
78 65 53 
75 62 51 
74 66 50 
70 64 53 
81 70 55 
80 70 53 
72 64 54 
76 71 61 
75 70 57 
78 71 54 
77 75 57 
75 71 54 
72 67 60 
70 63 53 
72 65 54 
73 66 53 
80 75 55 
81 77 64 
71 71 55 
70 68 56 
74 72 56 
76 67 54 
76 71 57 
79 75 61 
79 78 60 
84 79 57 
91 77 59 
91 81 58 
92 82 62 
84 80 60 
80 74 58 
81 71 56 
77 74 61 
79 71 53 
83 75 56 
81 73 57 
76 71 57 
77 71 49 
82 74 52 
80 76 58 
79 75 53 
81 73 53 
88 81 59 
86 81 58 
88 86 63 
84 81 60 
92 85 60 
100 92 61 
106 102 74 
104 101 62 
105 98 64 
116 103 68 
131 125 69 
131 122 76 
123 111 63 
123 115 62 
114 112 68 
112 106 65 
107 92 59 
108 99 62 
117 102 62 
126 112 69 
137 117 65 
136 124 72 
141 119 69 
143 120 67 
144 116 71 
155 128 70 
155 130 70 
136 124 73 
124 116 72 
137 126 79 
138 126 72 
134 123 74 
129 123 69 
116 106 69 
113 104 69 
111 105 64 
99 93 68 
94 89 65 
95 89 67 
103 96 71 
107 93 60 
117 105 69 
123 109 69 
115 108 63 
105 108 68 
106 106 64 
104 100 70 
95 97 68 
88 87 58 
81 84 68 
79 82 66 
81 81 63 
82 73 60 
82 70 59 
84 75 59 
89 84 65 
97 93 75 
89 90 65 
95 87 63 
98 84 59 
103 97 59 
98 91 64 
106 87 57 
104 87 60 
100 85 62 
101 81 57 
98 85 61 
99 96 60 
112 98 65 
107 95 64 
100 90 61 
105 92 58 
109 99 58 
111 102 63 
102 94 55 
112 101 60 
123 103 63 
126 116 71 
119 120 74 
112 110 65 
119 111 67 
124 108 64 
130 102 64 
131 118 66 
118 114 66 
117 110 69 
110 98 65 
101 98 63 
102 100 72 
109 113 77 
121 115 66 
141 134 74 
149 132 71 
150 132 71 
151 133 68 
146 130 71 
144 129 68 
119 113 71 
117 96 58 
123 95 54 
143 123 68 
156 126 65 
166 134 72 
166 132 67 
165 130 67 
164 128 66 
163 136 73 
170 139 72 
180 137 68 
171 136 65 
175 139 66 
176 142 72 
178 138 68 
174 136 67 
175 138 66 
177 141 66 
176 134 68 
172 137 70 
167 130 62 
167 129 67 
165 132 65 
164 138 71 
168 135 70 
169 139 72 
175 142 76 
173 140 72 
164 133 64 
166 135 67 
166 144 74 
162 139 73 
159 136 71 
166 128 66 
160 134 74 
161 134 67 
164 128 66 
169 128 63 
168 136 64 
169 138 71 
157 127 65 
166 134 70 
165 141 70 
162 134 66 
160 126 67 
160 124 60 
149 118 63 
131 109 63 
127 96 61 
139 112 63 
141 119 70 
142 127 68 
147 127 70 
148 127 65 
149 132 68 
153 142 72 
147 133 73 
150 136 67 
162 143 79 
165 148 71 
168 141 69 
163 144 75 
165 142 74 
170 142 72 
163 129 72 
157 130 73 
160 133 71 
129 130 71 
137 120 72 
134 123 65 
136 123 68 
131 107 61 
122 117 72 
116 100 68 
107 98 62 
112 102 61 
125 105 69 
141 112 63 
138 112 58 
143 113 63 
138 111 59 
138 113 62 
135 109 63 
130 108 58 
140 120 65 
139 126 64 
137 124 69 
140 126 68 
156 126 66 
153 135 67 
158 126 63 
158 128 67 
164 124 65 
165 127 63 
168 130 64 
170 144 72 
165 136 70 
163 132 67 
161 133 67 
161 130 66 
154 126 69 
146 122 68 
140 121 69 
118 97 61 
115 99 60 
133 121 76 
121 109 66 
115 100 60 
117 102 67 
112 110 67 
113 111 64 
112 100 63 
103 94 64 
94 87 60 
90 87 58 
76 78 55 
55 54 44 
44 46 38 
42 41 41 
41 39 39 
42 37 37 
42 42 40 
45 44 43 
45 41 41 
39 38 36 
41 41 40 
41 39 37 
39 35 36 
40 35 34 
39 33 33 
38 34 37 
39 36 39 
40 36 37 
40 36 35 
43 37 35 
46 38 36 
48 42 40 
45 39 38 
44 38 36 
50 40 37 
57 42 38 
63 49 40 
69 55 41 
68 56 41 
64 51 40 
55 48 39 
53 42 38 
52 43 36 
59 48 40 
65 51 43 
58 44 37 
55 42 37 
55 42 35 
49 42 36 
46 41 35 
49 40 37 
54 41 36 
59 45 35 
59 46 41 
68 56 42 
69 56 41 
57 46 37 
49 37 36 
44 33 35 
54 40 37 
81 60 46 
111 96 59 
139 111 62 
114 255 141 
69 70 56 
67 70 57 
67 70 54 
70 70 58 
76 77 61 
75 78 60 
71 76 61 
68 76 60 
68 70 56 
72 74 60 
69 74 58 
70 72 56 
69 67 55 
63 68 56 
62 65 52 
62 62 51 
63 66 55 
63 66 52 
66 71 57 
67 66 54 
67 64 54 
67 63 53 
68 66 50 
65 65 52 
70 67 53 
66 63 52 
68 67 58 
68 63 52 
67 61 56 
67 66 56 
67 66 54 
67 66 53 
70 67 53 
66 69 57 
65 65 56 
61 61 54 
64 64 55 
66 63 52 
69 66 54 
68 66 55 
71 67 55 
62 61 51 
59 59 55 
61 59 51 
64 58 51 
66 67 56 
69 68 54 
63 62 53 
63 61 52 
59 59 47 
65 63 55 
60 58 53 
64 60 50 
63 58 52 
68 66 56 
65 62 53 
66 61 51 
63 57 51 
66 64 52 
66 60 53 
65 60 48 
63 63 54 
63 66 54 
62 63 52 
60 59 55 
63 63 53 
61 61 51 
56 53 47 
56 56 48 
57 59 49 
62 61 51 
57 57 49 
59 60 52 
56 57 48 
57 53 48 
59 56 51 
58 52 48 
56 51 46 
54 54 49 
56 57 52 
59 58 50 
54 51 46 
57 54 48 
55 57 50 
57 54 46 
56 53 49 
60 57 51 
66 62 55 
66 60 50 
60 59 48 
65 61 51 
72 60 49 
65 62 48 
56 57 49 
57 50 43 
59 58 50 
61 61 51 
58 57 50 
58 56 50 
65 60 47 
65 60 51 
61 57 52 
64 63 50 
66 60 51 
68 63 50 
67 62 52 
67 63 49 
72 66 53 
71 66 55 
66 61 51 
63 57 50 
68 64 54 
62 65 55 
65 64 55 
61 59 53 
62 66 54 
67 65 51 
64 62 52 
63 58 50 
65 58 48 
60 59 52 
61 60 58 
64 59 51 
62 58 49 
66 59 51 
67 63 48 
65 56 51 
63 57 50 
64 57 47 
68 64 52 
60 61 57 
69 67 55 
61 61 50 
62 61 54 
56 50 42 
59 49 46 
62 56 50 
62 57 51 
67 58 51 
63 58 49 
62 59 54 
57 55 49 
59 55 49 
63 60 50 
62 56 50 
63 57 48 
62 56 48 
59 55 47 
58 53 43 
64 59 50 
61 58 49 
65 57 45 
65 57 47 
58 54 46 
59 53 46 
60 54 48 
59 53 47 
63 56 45 
62 56 49 
61 56 51 
61 56 45 
63 51 43 
59 55 48 
59 53 47 
60 51 46 
63 57 49 
70 63 49 
67 58 51 
65 61 49 
63 57 50 
64 57 50 
72 60 49 
71 63 49 
65 57 47 
69 57 48 
62 56 47 
66 57 49 
70 59 48 
66 59 49 
64 57 47 
63 57 47 
65 60 54 
62 64 52 
67 57 45 
78 63 51 
71 64 51 
69 63 51 
72 66 56 
71 62 52 
74 62 49 
80 68 50 
74 71 56 
77 72 54 
74 65 51 
72 67 50 
71 63 50 
65 59 48 
64 63 53 
68 63 56 
70 64 55 
69 62 49 
68 65 56 
73 62 49 
71 62 52 
66 58 50 
68 61 51 
66 59 54 
73 67 54 
75 71 54 
73 70 57 
78 70 54 
78 70 54 
80 70 58 
81 70 54 
75 69 56 
75 70 59 
76 67 49 
74 71 57 
73 66 55 
76 72 56 
77 72 56 
76 72 55 
80 74 53 
77 69 50 
75 64 56 
73 63 51 
78 72 56 
78 76 56 
82 80 63 
86 77 59 
81 74 54 
86 81 64 
84 78 57 
79 79 61 
79 72 61 
77 74 56 
70 65 51 
81 72 57 
79 74 56 
77 68 56 
75 68 54 
74 67 46 
79 74 60 
78 75 57 
79 78 54 
85 76 51 
91 85 54 
86 87 61 
96 91 62 
94 89 60 
99 89 58 
106 87 62 
101 87 56 
109 91 60 
111 97 59 
120 106 64 
122 112 63 
122 112 68 
119 103 68 
115 103 58 
108 102 65 
110 98 67 
111 103 64 
122 101 63 
130 107 67 
133 119 71 
132 125 75 
136 113 67 
141 114 68 
141 119 76 
152 131 75 
149 122 70 
129 113 69 
119 108 73 
131 116 72 
137 121 69 
136 123 75 
130 124 71 
111 104 70 
111 103 71 
112 105 63 
95 94 73 
99 99 70 
99 100 67 
103 93 65 
95 86 61 
105 83 58 
114 94 63 
109 95 65 
114 106 67 
119 108 67 
111 104 71 
110 106 67 
102 98 71 
96 99 67 
100 99 68 
95 95 67 
81 72 56 
77 67 52 
81 72 58 
90 85 59 
101 90 62 
97 92 65 
93 85 62 
91 74 55 
101 86 56 
100 86 56 
103 88 59 
94 78 52 
102 90 65 
107 93 63 
96 81 62 
108 87 56 
100 89 60 
101 89 63 
95 82 58 
92 77 56 
101 91 62 
105 95 64 
100 91 55 
105 96 63 
117 98 61 
115 104 65 
118 105 67 
118 107 67 
119 110 66 
129 112 66 
122 107 67 
117 107 65 
116 102 60 
125 110 67 
127 111 64 
139 122 70 
128 129 72 
137 130 75 
149 130 69 
162 131 70 
158 130 70 
155 132 68 
157 135 72 
156 137 75 
149 131 66 
130 126 75 
110 105 68 
102 98 62 
117 109 69 
128 111 68 
137 108 58 
134 106 60 
144 108 58 
141 106 60 
143 111 65 
155 116 62 
170 138 69 
176 148 68 
179 151 76 
175 143 67 
177 144 70 
167 143 71 
171 132 67 
174 141 64 
172 137 66 
174 135 66 
166 130 71 
162 130 69 
162 136 69 
170 140 67 
167 138 70 
171 138 71 
172 138 69 
171 137 64 
157 132 76 
164 136 66 
171 147 71 
170 148 71 
168 142 72 
166 127 69 
165 131 66 
160 134 67 
164 131 74 
169 135 66 
171 132 63 
171 137 68 
161 133 72 
173 136 71 
160 137 67 
158 131 67 
149 121 65 
141 116 67 
126 112 62 
118 108 69 
116 100 64 
136 109 67 
134 120 65 
133 116 67 
143 133 70 
140 133 74 
152 132 66 
156 137 70 
156 132 69 
158 134 74 
173 139 70 
160 143 72 
163 142 75 
169 157 76 
170 143 68 
172 142 67 
164 136 69 
162 132 66 
175 139 69 
163 141 71 
159 133 70 
156 128 67 
146 120 66 
144 126 72 
158 130 69 
154 130 67 
141 129 75 
132 121 67 
129 110 65 
133 110 69 
131 98 57 
130 102 60 
111 95 62 
131 104 62 
130 108 61 
131 108 65 
147 122 66 
160 134 71 
152 127 69 
153 129 66 
169 134 68 
165 133 66 
166 128 69 
161 133 65 
165 125 66 
160 126 68 
160 132 71 
164 139 71 
164 134 72 
157 133 72 
158 126 68 
154 128 65 
137 130 65 
143 125 66 
133 121 66 
120 105 65 
124 112 64 
138 123 69 
121 107 63 
114 94 64 
122 102 61 
132 116 62 
140 120 71 
134 115 63 
123 108 66 
115 102 63 
109 100 60 
106 103 67 
86 88 63 
64 69 54 
